logFC	logCPM	F	PValue	FDR
-0.5446249517209986	6.3841903290997335	20.575895658194106	5.504397290933123e-5	0.2514175609234092
0.4049674118476256	6.604705865024126	19.895091033273452	6.94528040179377e-5	0.2514175609234092
-1.1817043739371011	3.035065988613712	18.196413817738538	1.2613529800560634e-4	0.2514175609234092
0.36772619686896063	7.078396343130077	17.856348858648055	1.419645738303782e-4	0.2514175609234092
-0.2621178505875391	7.875006352962541	17.33683100295466	1.711350673608005e-4	0.2514175609234092
0.2720742971769592	5.990732512098608	17.225545011518975	1.781707580384088e-4	0.2514175609234092
0.4233948306110066	9.522475570830643	16.992695134924173	1.9389977411069867e-4	0.2514175609234092
-0.6485640534597505	2.527201487882824	16.682478816549082	2.171711267297041e-4	0.2514175609234092
-0.337621917719254	5.665980615583731	16.644173427929044	2.2024317607289312e-4	0.2514175609234092
0.43482267525150065	4.19432738487266	16.4427684039905	2.3716917104138805e-4	0.2514175609234092
-0.4010874531936802	5.130075415585685	16.13969214935871	2.652800965035967e-4	0.2514175609234092
0.4123715954164409	3.649120429160703	16.004530529527337	2.789333312339489e-4	0.2514175609234092
-0.30633913853687667	7.934855798876854	15.837644339904058	2.9682393946136025e-4	0.2514175609234092
0.40915440260972447	4.38742618554191	15.718001807657458	3.1039451151623933e-4	0.2514175609234092
0.43293693048672793	7.518036547959347	15.594609130948497	3.250799643458905e-4	0.2514175609234092
0.5682620700753137	4.104753393755198	15.279365768666846	3.660372653333394e-4	0.2514175609234092
0.40597543463585245	4.635281709478541	14.87056211437641	4.274516629733555e-4	0.2514175609234092
0.303697794719838	5.771552420788245	14.811075294326878	4.372601255508753e-4	0.2514175609234092
0.35509722851449244	5.802493652486851	14.740254580754652	4.4924884797215746e-4	0.2514175609234092
0.3589877323022734	5.848184821974491	14.643988361988484	4.6610576620215394e-4	0.2514175609234092
-1.1291383768932213	2.1339201640737038	14.455144383206868	5.011488689369304e-4	0.2514175609234092
0.2923583402763139	5.93854119713752	14.435755596672815	5.049014622473017e-4	0.2514175609234092
0.3573263046692944	7.8172268564031615	14.4090781500438	5.101134231941543e-4	0.2514175609234092
-0.5030950715319309	4.349803956933183	14.408723878791895	5.101830189488916e-4	0.2514175609234092
-0.3272509926619055	5.64424847400111	14.356998848299222	5.204529385586578e-4	0.2514175609234092
0.22618694063836794	10.359330240646699	13.94806840901925	6.097736862231002e-4	0.2514175609234092
0.2921097878407788	7.097427101716299	13.816794489026176	6.417813574738578e-4	0.2514175609234092
0.2827017202256	5.100861372902361	13.801972986116983	6.455054093851639e-4	0.2514175609234092
0.3445423570676139	6.9133579827710445	13.628776091704477	6.907595611583308e-4	0.2514175609234092
-0.3894380372968571	5.573282449619035	13.555370035427847	7.10942719948844e-4	0.2514175609234092
-0.330768026340245	4.563423198591806	13.493885210857778	7.283288083064856e-4	0.2514175609234092
-0.40176145318627654	4.202101615745184	13.481080183044966	7.320060320018015e-4	0.2514175609234092
-0.33194300109740266	4.569761463366812	13.445319840903744	7.423798739525135e-4	0.2514175609234092
-0.48790938061121825	6.319314587469029	13.413198090247278	7.518309966215385e-4	0.2514175609234092
-0.496460478930189	4.462483009573505	13.328936794709934	7.772339046162925e-4	0.2514175609234092
-0.41702481185757206	4.805979930220192	13.238125518970591	8.056326105106696e-4	0.2514175609234092
0.23911957811242673	7.278010491175028	13.165907812808328	8.290009943659564e-4	0.2514175609234092
0.3093418001736067	7.784763611677215	13.135120204605819	8.391807124088032e-4	0.2514175609234092
0.23521238642201767	6.9750409226253165	13.092616312761876	8.534525316605026e-4	0.2514175609234092
